host_since,host_is_superhost,latitude,longitude,accommodates,bedrooms,beds,review_scores_rating
2013-10-14,f,4.074.132,-7.402.668,5,2,3,
2017-05-08,f,4.071.748,-7.398.439,1,1,1,
2013-01-08,f,4.062.257,-7.393.511,2,2,1,5.0
2020-04-10,f,4.075.171,-7.397.303,6,2,3,4.0
2019-03-18,f,4.076.474,-7.397.667,4,2,2,5.0
2012-05-20,f,4.080.211,-739.554,6,4,5,
2018-02-05,f,4.074.332,-7.398.078,4,1,2,5.0
2019-10-19,f,407.601,-7.399.948,2,,1,
2016-03-20,f,4.068.072,-7.394.517,2,1,1,5.0
2018-02-17,f,4.066.098,-7.386.235,4,3,3,4.82
2014-03-27,f,4.063.779,-7.397.239,16,6,7,4.74
2020-04-13,f,4.072.365,-7.400.973,1,1,,5.0
2020-03-17,f,4.067.128,-7.398.909,1,1,1,5.0
2020-03-17,f,406.727,-7.398.848,1,1,1,5.0
2014-04-02,f,4.068.748,-7.399.103,2,1,1,
2018-11-08,f,4.075.615,-7.399.657,2,1,,
2019-03-03,f,4.062.071,-7.393.633,6,2,2,
2019-09-24,f,408.459,-7.389.161,2,,1,5.0
2013-10-07,t,40.694.971.605.500.500,-7.393.234.200.854.470,4,2,2,
2014-11-16,f,4.063.354,-7.409.364,4,1,3,4.36
2016-09-14,f,4.065.481,-7.395.482,4,1,2,
2020-02-23,f,4.064.557,-7.408.443,4,2,3,4.55
2012-06-28,f,4.075.683,-7.399.317,2,1,1,4.43
2015-02-01,f,4.078.958,-7.396.861,7,3,5,5.0
2020-02-11,f,4.076.448,-7.398.055,0,,,4.11
2019-11-09,f,4.068.843,-7.386.437,2,,1,4.52
2017-10-21,f,4.081.279,-738.871,3,2,2,
2020-03-17,f,4.068.575,-7.392.244,1,1,1,4.5
2020-03-17,f,406.856,-7.392.247,1,1,1,
2020-03-17,f,4.068.597,-7.392.258,1,1,1,
2020-03-17,f,4.068.599,-7.392.359,1,1,1,
2020-03-17,f,4.068.597,-7.392.282,1,1,1,
2012-08-14,t,4.068.013,-7.394.734,2,1,1,5.0
2017-06-27,t,4.081.074,-7.394.241,1,1,1,4.33
2020-02-14,f,4.070.596,-7.400.736,1,1,1,3.25
2019-01-22,t,4.068.916,-7.397.762,4,1,2,4.88
2015-11-16,t,4.067.784,-7.391.445,2,1,1,4.38
2018-08-13,t,4.083.057,-7.394.701,2,1,2,4.67
2017-06-27,t,4.081.305,-7.394.369,1,1,1,5.0
2011-09-06,t,4.069.589,-7.391.444,2,,2,4.91
2013-12-05,f,4.072.402,-7.397.872,4,1,1,
2015-12-16,f,4.071.998,-7.399.579,2,,1,5.0
2015-12-22,f,4.077.458,-7.395.077,2,1,2,4.67
2020-02-10,f,4.076.756,-7.398.312,0,,,3.71
2020-01-06,f,4.076.085,-7.396.938,0,,,4.21
2019-12-18,f,4.076.175,-739.882,0,,,
2016-07-16,t,4.060.635,-7.382.217,8,3,5,4.85
2020-03-17,f,4.067.272,-7.398.905,1,1,1,
2020-03-17,f,4.067.265,-7.398.734,1,1,1,
2020-03-17,f,4.067.157,-7.398.904,1,1,1,4.0
2020-03-17,f,4.067.147,-7.398.701,1,1,1,1.0
2020-03-17,f,40.673,-7.398.757,1,1,1,5.0
2020-03-17,f,4.067.152,-7.398.916,1,1,1,3.0
2020-03-17,f,4.067.069,-7.398.821,1,1,1,4.67
2020-03-17,f,4.067.281,-7.398.721,1,1,1,
2017-06-27,t,407.349,-7.392.227,1,1,1,4.8
2018-02-12,f,4.077.543,-7.397.667,2,1,1,3.74
2020-04-22,f,4.072.641,-7.398.801,4,1,1,
2014-07-27,t,4.082.045,-7.394.401,6,2,3,4.96
2017-06-27,t,407.453,-7.390.871,1,1,1,
2020-04-23,f,40.718,-7.396.345,2,,1,5.0
2020-03-09,f,4.075.705,-7.397.909,2,,1,4.47
2020-03-09,f,4.075.632,-7.398.113,4,,2,4.47
2020-03-09,f,4.075.574,-7.397.929,4,1,2,3.56
2020-03-09,f,4.075.694,-7.398.117,2,,1,5.0
2015-12-16,f,4.072.022,-7.399.428,2,1,1,4.72
2015-12-16,f,4.072.032,-7.399.548,2,,1,4.85
2015-12-16,f,4.071.862,-7.399.574,2,,1,5.0
2016-03-26,f,4.084.701,-7.393.978,2,1,1,
2015-12-16,f,4.072.009,-7.399.518,2,,1,5.0
2015-12-16,f,4.071.805,-7.399.418,2,,1,5.0
2015-12-16,f,4.071.997,-7.399.382,2,1,1,5.0
2014-08-01,f,4.068.804,-7.394.985,3,2,2,
2020-02-06,f,4.068.656,-7.394.959,3,2,2,
2018-07-24,f,4.068.679,-7.394.976,3,2,2,
2018-07-05,f,4.068.645,-7.395.043,3,2,2,
2015-12-16,f,4.071.883,-7.399.378,2,1,1,4.79
2013-10-14,f,4.076.708,-7.398.176,3,1,2,
2013-10-14,f,4.076.675,-7.398.232,3,1,2,
2013-10-14,f,4.076.509,-7.398.379,3,1,2,
2013-10-14,f,4.076.477,-7.398.377,3,1,2,
2013-10-14,f,4.076.681,-7.398.197,3,1,2,
2013-10-14,f,4.076.652,-7.398.357,3,1,2,
2019-09-04,f,4.076.635,-7.392.027,1,1,1,
2012-12-11,f,4.077.762,-739.836,2,2,2,
2012-08-12,t,4.075.546,-7.391.859,1,1,1,
2020-04-16,t,4.073.604,-7.386.054,2,1,1,4.9
2015-11-16,t,406.759,-7.391.455,1,1,1,4.33
2020-04-25,f,4.076.249,-7.398.773,2,1,1,5.0
2011-05-04,t,4.079.642,-7.400.287,6,3,4,5.0
2014-08-01,f,4.076.173,-7.391.918,2,2,2,
2012-11-30,f,4.069.269,-7.396.192,2,1,1,4.13
2012-11-30,f,406.929,-7.395.977,2,1,1,4.2
2012-11-30,f,4.069.357,-7.396.197,2,1,1,4.0
2012-11-30,f,4.069.292,-7.396.188,2,1,1,5.0
2012-11-30,f,406.947,-7.396.034,2,1,1,5.0
2012-11-30,f,4.069.275,-7.396.148,2,1,1,3.67
2015-05-13,t,4.075.093,-739.353,2,,3,4.75
2015-11-04,f,4.058.877,-739.436,1,1,1,
2018-07-05,f,4.076.004,-7.391.748,2,1,1,5.0
2016-03-26,f,4.084.722,-7.393.839,2,1,1,4.6
2018-07-24,f,4.076.181,-7.391.705,3,2,2,
2013-05-27,f,4.066.783,-7.399.022,4,2,4,
2018-07-17,f,4.070.697,-7.393.683,2,,1,
2019-06-13,f,4.073.976,-7.397.973,7,4,4,
2013-12-23,f,4.068.746,-7.396.388,2,1,1,5.0
2020-01-08,f,4.082.127,-7.395.401,2,1,1,4.94
2012-08-16,f,4.072.417,-7.397.619,2,1,1,4.64
2016-06-02,f,4.070.907,-7.396.202,3,1,1,4.67
2017-02-19,f,4.075.745,-7.398.483,1,1,1,
2015-12-16,f,4.071.887,-7.399.584,2,,1,4.7
2015-12-16,f,4.072.025,-7.399.533,2,,1,4.73
2015-12-16,f,4.071.984,-7.399.391,2,,1,04.08
2015-12-16,f,4.071.962,-7.399.405,2,,,4.92
2015-12-16,f,4.071.826,-7.399.416,2,,1,4.4
2015-12-16,f,4.071.967,-7.399.595,2,,1,5.0
2011-04-14,t,4.071.677,-7.394.347,2,,2,5.0
2015-12-16,f,4.071.864,-7.399.561,2,,1,4.89
2015-12-16,f,4.071.991,-7.399.559,2,,1,4.89
2015-12-16,f,4.071.868,-7.399.371,2,,1,4.14
2015-12-16,f,4.071.991,-7.399.591,2,,1,4.89
2015-12-16,f,4.071.883,-739.937,2,,1,4.72
2015-12-16,f,4.071.881,-7.399.605,2,,1,4.73
2015-12-16,f,4.071.992,-7.399.584,2,,1,4.89
2015-12-16,f,4.071.988,-7.399.556,2,,1,4.9
2015-12-16,f,4.071.962,-739.939,2,,1,4.69
2015-12-16,f,4.071.882,-7.399.373,2,,1,4.7
2015-12-16,f,4.072.027,-7.399.567,2,1,1,4.9
2015-12-16,f,4.071.863,-7.399.562,2,,1,4.84
2015-12-16,f,407.189,-7.399.588,2,,1,4.93
2015-12-16,f,4.071.988,-7.399.547,2,,1,5.0
2015-12-16,f,407.184,-7.399.603,2,,1,4.25
2012-07-20,f,4.071.691,-7.394.083,16,9,12,
2015-12-16,f,4.071.977,-7.399.607,2,1,1,4.9
2012-05-17,f,4.071.809,-7.395.836,2,1,1,5.0
2016-05-27,f,4.076.411,-7.391.996,1,1,1,
2015-08-26,f,4.072.612,-7.400.002,2,1,1,5.0
2014-12-21,f,4.072.846,-7.400.102,3,2,2,
2010-11-28,f,4.077.257,-7.398.657,3,2,2,
2020-04-30,f,4.080.342,-7.399.242,4,,2,4.31
2015-03-30,f,407.622,-7.399.846,3,1,2,
2015-03-30,f,4.076.107,-7.399.776,3,1,1,
2015-03-30,f,4.076.185,-739.979,3,,2,4.5
2016-06-03,f,4.067.329,-7.395.669,6,3,3,
2019-06-25,f,4.080.763,-7.395.038,2,1,1,
2020-03-31,f,4.076.033,-739.122,2,1,2,4.76
2011-07-23,f,4.067.842,-7.399.311,5,3,3,5.0
2014-06-30,f,4.071.383,-7.396.182,1,1,1,5.0
2019-06-01,f,4.091.697,-7.390.125,1,1,3,3.75
2019-06-01,f,4.091.708,-7.389.957,1,1,1,4.1
2016-12-16,f,40.760.189,-73.984.352,2,1,1,
2015-12-16,f,4.070.809,-7.392.036,2,,1,4.75
2018-07-20,f,4.076.064,-7.398.805,2,1,1,
2015-04-08,t,4.087.069,-7.392.046,2,1,1,5.0
2018-12-21,f,4.082.275,-7.394.824,1,1,1,4.83
2017-09-18,f,4.058.843,-7.379.175,7,2,3,4.96
2020-05-05,f,4.080.067,-7.395.884,2,1,1,
2020-02-06,f,4.073.813,-7.392.606,2,1,1,3.33
2020-02-06,f,4.073.964,-739.275,2,1,1,
2018-07-05,f,4.073.994,-7.392.735,2,1,1,
2018-07-05,f,4.073.938,-7.392.585,2,1,1,
2014-08-01,f,4.074.006,-7.392.764,2,1,1,
2013-10-12,f,4.069.404,-7.394.418,3,1,1,5.0
2014-08-01,f,4.074.009,-7.392.694,2,1,1,4.0
2018-07-24,f,4.073.969,-7.392.783,2,1,1,3.5
2015-09-03,f,4.067.981,-7.393.578,10,3,3,
2020-05-05,f,4.062.015,-7.393.912,8,2,3,4.62
2020-02-06,f,4.074.516,-738.915,1,1,1,
2020-02-06,f,4.074.257,-7.390.422,2,1,1,
2020-02-06,f,407.459,-738.996,2,1,1,
2013-01-21,f,4.071.543,-7.394.842,2,1,1,4.76
2020-02-06,f,4.074.273,-7.389.611,2,1,1,3.5
2020-02-06,f,4.074.123,-7.389.794,2,1,1,4.0
2020-02-06,f,4.074.331,-7.389.579,2,1,1,4.5
2018-11-02,f,4.071.244,-7.396.042,2,1,2,3.67
2020-02-06,f,4.074.139,-7.389.593,2,1,1,
2014-08-01,f,4.074.322,-7.390.307,2,1,1,
2014-08-01,f,4.074.248,-7.389.779,2,1,1,1.0
2014-08-01,f,4.074.296,-7.389.615,2,1,1,3.0
2014-08-01,f,4.074.103,-73.896,2,1,1,
2014-08-01,f,4.074.261,-738.957,2,1,1,
2014-08-01,f,4.074.463,-7.389.448,2,1,1,3.0
2014-08-01,f,4.074.262,-7.389.488,2,1,1,4.5
2018-07-24,f,4.074.458,-7.389.391,2,1,1,5.0
2018-07-24,f,4.074.449,-7.389.274,2,1,1,5.0
2020-02-06,f,4.074.269,-7.389.428,2,1,1,
2020-02-06,f,4.074.312,-738.928,2,1,1,
2020-02-06,f,4.074.462,-7.389.416,1,1,1,2.5
2014-08-01,f,4.074.463,-7.389.393,2,1,1,4.25
2018-07-24,f,4.074.469,-7.389.302,1,1,1,4.5
2017-11-19,f,4.059.804,-7.380.028,8,3,5,5.0
2020-05-07,f,4.065.269,-7.395.299,1,1,1,4.2
2020-05-07,f,4.065.104,-7.395.223,1,1,1,4.25
2020-02-28,t,4.068.639,-7.387.369,2,1,1,4.63
2014-06-17,f,4.074.539,-7.394.721,2,1,,5.0
2019-11-05,t,4.075.981,-7.399.482,5,2,2,4.96
2019-06-05,t,4.090.923,-7.384.349,6,4,4,4.64
2014-11-15,f,4.074.752,-7.397.224,2,1,,
2018-07-24,f,4.074.098,-7.389.653,2,1,1,
2018-07-24,f,4.074.306,-7.389.734,2,1,1,
2020-03-17,f,4.067.066,-7.398.869,1,1,1,
2018-07-24,f,4.074.117,-7.389.797,2,1,1,5.0
2018-07-24,f,4.074.323,-7.389.771,2,1,1,
2014-08-01,f,4.074.483,-7.389.131,2,1,1,
2020-02-06,f,4.074.616,-7.389.146,1,1,1,5.0
2018-07-24,f,4.074.435,-7.389.315,2,1,1,
2020-05-05,f,4.077.636,-7.398.099,4,2,1,
2018-07-24,f,4.068.842,-7.395.128,2,1,1,5.0
2018-07-24,f,4.068.669,-7.395.143,2,1,1,
2014-08-01,f,4.074.068,-7.387.714,2,1,1,3.0
2014-08-01,f,4.073.862,-7.387.561,1,1,1,
2013-08-14,f,4.072.681,-7.398.918,2,1,1,
2019-03-01,f,4.070.057,-7.392.913,2,1,,
2014-12-13,f,4.073.815,-7.399.895,2,1,1,4.94
2012-06-09,f,4.067.558,-7.401.252,4,2,2,5.0
2020-04-24,f,4.060.208,-7.375.608,2,1,1,4.6
2020-02-06,f,4.068.557,-7.391.548,2,1,1,
2014-10-19,f,4.067.246,-7.396.027,4,1,2,5.0
2020-02-06,f,4.068.803,-7.394.958,2,1,1,
2020-02-06,f,4.086.639,-7.392.242,2,1,1,5.0
2018-07-24,f,4.086.445,-7.392.175,1,1,1,5.0
2020-04-24,f,4.060.234,-7.375.756,2,1,1,4.67
2017-06-27,t,4.081.596,-7.394.297,1,1,1,5.0
2014-04-20,f,4.072.557,-7.395.402,4,2,2,5.0
2011-06-30,f,4.071.987,-7.395.603,1,1,,4.83
2015-12-26,f,4.074.264,-7.400.054,2,1,1,
2016-03-18,t,4.068.676,-7.371.924,1,1,1,4.5
2020-05-12,f,4.078.442,-7.397.276,3,1,1,
2013-06-05,f,406.013,-7.397.484,6,2,3,
2016-04-08,f,4.075.912,-7.399.134,4,2,2,
2016-11-13,f,4.075.317,-739.732,4,1,1,
2017-02-24,f,4.070.407,-7.398.824,4,2,2,5.0
2014-01-17,f,4.069.192,-7.393.997,2,1,,5.0
2020-04-19,f,4.081.982,-7.389.796,2,1,4,4.0
2010-01-16,f,4.068.669,-7.395.642,5,3,4,
2018-01-07,f,4.067.287,-7.395.499,4,2,2,3.33
2020-05-12,f,4.078.681,-7.385.227,2,1,1,
2014-08-26,f,4.072.226,-7.399.045,2,1,1,5.0
2014-06-07,f,4.082.061,-7.395.459,2,1,1,1.0
2012-09-18,f,4.077.309,-7.398.198,1,1,1,5.0
2011-08-01,f,407.146,-7.398.112,2,1,1,5.0
2018-07-16,f,4.068.591,-7.399.053,4,2,2,4.81
2016-05-11,f,4.070.452,-7.374.012,4,1,2,
2013-06-05,f,4.060.335,-7.397.485,6,2,3,
2020-03-21,f,4.067.789,-7.394.858,2,,1,
2017-04-15,f,4.073.346,-7.395.329,3,,1,5.0
2015-03-30,f,4.074.127,-7.402.812,3,1,2,5.0
2011-12-11,f,4.069.727,-739.733,2,1,,
2018-06-13,f,4.061.786,-7.393.405,6,2,3,4.24
2018-08-18,f,4.084.249,-7.391.074,2,1,1,
2018-02-07,f,4.079.766,-7.393.537,1,1,,5.0
2015-10-28,f,4.072.619,-7.400.394,1,1,1,3.67
2013-09-16,f,4.067.241,-7.395.655,1,1,,
2012-08-19,f,4.072.427,-7.394.978,3,2,2,5.0
2016-09-16,f,40.740.677,-74.027.779,3,1,2,5.0
2016-09-16,f,40.740.677,-74.027.779,3,1,2,
2016-09-16,f,40.740.677,-74.027.779,3,1,2,
2016-09-16,f,40.740.677,-74.027.779,3,1,2,4.5
2016-09-16,f,40.740.677,-74.027.779,3,1,2,2.5
2016-09-16,f,40.740.677,-74.027.779,3,1,2,5.0
2016-09-16,f,40.740.677,-74.027.779,3,1,2,5.0
2016-09-16,f,40.740.677,-74.027.779,3,1,2,4.5
2020-02-06,f,4.074.265,-7.389.501,1,1,1,
2018-07-24,f,4.074.269,-7.389.308,1,1,1,4.0
2013-07-18,t,4.076.414,-7.397.995,5,3,3,5.0
2015-10-04,f,4.072.158,-7.399.429,2,1,1,5.0
2020-05-15,f,4.069.155,-738.531,6,3,3,
2015-04-23,f,4.071.897,-7.399.452,4,2,2,4.81
2014-04-16,t,4.073.747,-7.398.071,2,1,1,5.0
2015-08-08,f,407.388,-740.309,2,1,1,
2013-10-07,t,40.695.705,-73.931.358,5,1,3,4.89
2013-05-07,f,4.071.807,-7.396.227,3,1,2,
2016-03-28,t,4.058.421,-738.191,6,,1,
2019-09-24,f,4.076.283,-7.399.018,6,2,,4.6
2019-12-04,f,4.073.183,-7.397.762,4,2,2,
2013-01-17,f,4.071.854,-7.395.903,4,2,2,4.8
2020-05-17,t,4.083.582,-7.391.451,2,1,1,4.92
2019-02-23,f,4.066.634,-7.373.651,3,1,2,5.0
2019-09-21,f,4.063.243,-7.389.692,4,1,2,
2020-05-18,f,407.111,-7.396.197,3,1,1,4.5
2013-10-14,f,4.076.044,-7.399.975,3,1,2,
2011-06-08,f,406.675,-7.388.665,6,3,,
2013-08-17,f,4.086.315,-7.392.677,1,1,,
2020-05-18,t,4.061.855,-7.403.074,3,1,2,4.76
2014-08-09,f,4.072.855,-7.386.864,4,2,2,
2019-10-29,f,407.214,-7.399.402,2,2,2,
2020-01-23,f,408.205,-7.394.781,8,3,3,4.69
2014-11-22,f,4.075.017,-7.397.112,2,,1,5.0
2019-02-23,f,406.662,-7.373.507,3,1,1,4.27
2013-03-21,f,4.072.825,-7.400.269,2,,1,
2019-09-10,f,4.075.666,-7.391.536,3,2,2,4.85
2020-05-20,t,4.065.955,-7.373.967,4,2,2,4.98
2018-05-18,f,4.076.487,-7.387.651,4,1,3,4.79
2014-12-12,t,4.058.115,-7.385.075,2,1,1,4.87
2018-09-22,f,4.067.444,-7.395.333,1,1,1,4.89
2017-04-17,f,4.066.431,-7.389.484,4,3,3,5.0
2009-12-28,f,4.068.635,-7.394.222,4,2,2,4.71
2014-07-08,f,4.070.988,-7.394.842,2,,1,4.6
2020-03-20,f,4.070.873,-7.400.618,2,,1,
2011-11-13,f,4.079.098,-7.396.663,4,2,2,5.0
2014-06-16,f,4.089.643,-7.384.959,4,1,4,4.62
2020-05-21,f,4.072.444,-7.385.507,5,2,3,4.32
2012-06-12,t,4.073.384,-7.397.842,1,1,1,4.88
2018-03-01,f,4.070.528,-7.389.548,4,2,1,4.31
2018-05-27,f,4.067.291,-7.381.341,2,1,1,4.37
2020-05-18,t,4.061.702,-740.284,3,1,2,4.52
2017-06-20,f,406.897,-7.392.393,2,1,1,
2013-06-08,f,4.075.374,-7.399.259,2,1,1,3.0
2018-04-18,t,4.087.371,-7.390.154,2,1,1,4.93
2017-03-24,f,4.086.568,-7.383.403,4,1,2,
2018-04-10,f,4.072.695,-7.379.224,2,1,2,
2014-04-14,f,4.068.845,-7.397.401,12,6,8,5.0
2015-08-14,f,4.076.111,-739.873,1,1,1,
2018-02-22,f,4.070.873,-7.390.072,1,1,1,5.0
2018-05-05,f,4.071.117,-7.400.025,4,2,2,5.0
2016-01-18,f,4.072.416,-7.394.696,8,2,3,4.29
2011-01-19,f,4.068.736,-7.399.318,4,2,2,
2013-03-30,f,4.071.527,-7.396.663,2,1,1,4.92
2020-05-25,t,4.072.576,-739.761,2,,1,4.85
2017-08-23,f,4.075.012,-7.397.905,1,,,
2015-01-04,f,4.072.014,-7.400.148,5,2,2,4.7
2018-01-03,f,4.085.847,-7.390.205,2,1,1,4.55
2015-01-04,f,4.072.113,-7.400.128,5,2,,4.21
2014-03-22,f,4.071.948,-7.399.031,2,1,1,5.0
2019-03-25,f,4.069.663,-7.399.605,5,3,3,4.8
2016-09-14,f,4.080.352,-7.393.372,4,2,2,
2016-01-24,f,407.021,-7.382.002,1,1,1,
2015-04-01,f,4.064.274,-7.396.397,8,4,5,
2016-01-24,f,4.070.014,-7.382.146,1,1,1,
2016-01-24,f,4.070.205,-7.382.101,1,1,1,
2012-12-25,f,4.079.416,-739.685,2,1,1,
2016-09-18,t,4.067.756,-7.400.964,2,1,1,4.92
2008-09-07,f,4.076.339,-7.395.975,4,2,2,5.0
2016-02-29,f,4.077.294,-7.394.869,3,1,1,4.69
2020-02-13,f,4.074.716,-73.857,4,1,1,4.83
2020-02-13,f,4.074.698,-7.385.815,2,1,1,3.0
2016-01-24,f,4.070.004,-7.382.081,1,1,1,
2020-05-21,f,4.072.402,-738.567,5,2,3,4.61
2014-08-03,f,407.368,-7.397.281,1,1,1,
2018-03-09,f,407.081,-7.396.118,2,,1,
2020-05-28,t,4.074.385,-7.383.456,2,1,1,4.92
2019-08-07,f,4.073.296,-7.400.894,2,1,1,
2015-03-09,f,4.067.823,-7.391.765,4,2,2,5.0
2015-05-31,f,4.076.431,-7.396.817,4,1,1,4.43
2019-01-24,f,406.547,-7.397.853,2,,1,4.58
2016-05-23,f,4.068.927,-739.422,4,2,4,5.0
2012-06-10,f,4.069.085,-7.393.989,4,2,2,4.75
2020-05-29,f,4.071.327,-7.375.779,2,1,1,4.58
2020-05-29,f,4.070.235,-7.392.944,6,3,4,
2015-03-12,f,4.066.897,-7.395.698,1,1,1,3.0
2019-12-07,f,4.076.557,-7.399.111,1,1,1,4.5
2020-05-30,f,408.848,-739.029,4,2,2,5.0
2012-12-18,f,407.448,-7.400.237,2,1,1,4.94
2015-10-28,f,4.072.611,-7.400.415,1,1,1,3.75
2014-10-10,f,4.061.842,-7.410.242,3,1,2,4.9
2018-07-16,f,4.074.684,-7.394.127,2,1,1,
2010-04-25,f,4.069.316,-7.391.392,3,1,1,4.55
2010-11-16,f,4.074.826,-739.845,2,1,1,
2018-06-09,f,4.074.728,-7.394.331,2,1,1,
2020-05-31,f,4.081.646,-7.394.132,2,1,1,
2020-05-28,t,4.074.541,-7.383.311,2,1,1,4.87
2019-12-12,f,407.623,-7.398.648,4,1,2,
2019-12-12,f,4.076.186,-7.398.671,2,1,1,
2019-12-12,f,4.076.066,-7.398.451,2,1,1,
2019-12-12,f,4.076.202,-7.398.661,2,1,1,
2019-12-12,f,4.076.046,-7.398.503,4,1,2,5.0
2019-12-12,f,407.625,-7.398.494,4,1,2,
2019-12-12,f,4.076.042,-7.398.491,5,1,3,
2019-12-12,f,407.622,-7.398.668,6,1,3,5.0
2013-06-01,f,4.088.536,-7.389.803,3,1,1,
2015-04-15,f,4.068.352,-7.395.952,6,4,4,4.71
2019-09-05,f,4.069.551,-7.397.553,2,1,1,4.0
2019-01-24,f,406.566,-7.397.796,3,2,2,4.89
2019-09-05,f,4.069.717,-7.397.592,2,1,1,
2019-09-05,f,4.069.555,-7.397.549,2,1,1,5.0
2019-09-05,f,406.978,-7.397.432,2,1,1,5.0
2019-09-05,f,4.069.736,-7.397.411,2,1,1,4.83
2019-09-05,f,4.069.556,-7.397.421,2,1,1,
2019-09-05,f,4.069.562,-7.397.399,2,1,1,2.0
2019-09-05,f,4.069.751,-7.397.513,2,1,1,
2020-02-27,f,4.075.802,-739.688,1,1,1,5.0
2019-10-17,t,4.068.401,-7.398.799,4,2,3,5.0
2015-12-09,f,4.074.381,-7.400.559,6,3,3,
2020-02-27,f,4.077.015,-7.377.251,1,1,1,4.81
2020-06-02,t,4.077.242,-7.398.986,2,1,2,5.0
2018-02-17,f,4.066.313,-7.386.068,3,2,2,5.0
2020-06-03,f,4.077.896,-7.390.937,2,1,1,4.6
2020-02-27,f,4.077.022,-7.377.258,4,1,1,4.78
2020-06-02,t,407.137,-7.396.292,4,2,2,4.77
2014-09-20,f,4.072.515,-739.795,2,1,1,5.0
2013-02-10,f,4.065.377,-739.766,4,1,3,5.0
2016-12-13,f,4.058.544,-7.395.023,2,1,2,
2019-04-05,f,4.062.399,-7.393.533,2,,1,4.94
2019-08-10,f,4.068.187,-7.394.411,3,1,3,5.0
2019-01-24,f,4.065.524,-7.397.777,2,,,4.0
2014-10-16,f,4.076.521,-7.398.209,4,1,,
2019-09-17,f,4.068.681,-7.398.677,2,1,1,5.0
2014-08-01,f,4.075.106,-738.783,2,1,1,
2018-07-24,f,4.075.302,-7.387.769,2,1,1,1.0
2014-08-01,f,4.075.269,-7.387.802,2,1,1,
2016-02-02,f,40.683,-7.394.421,5,3,3,4.58
2020-02-06,f,4.075.292,-7.387.848,2,1,1,4.75
2018-07-24,f,4.075.102,-7.387.662,2,1,1,3.5
2014-08-01,f,4.075.265,-7.387.852,1,1,1,3.5
2018-07-24,f,4.075.098,-738.771,1,1,1,
2018-07-24,f,4.075.127,-7.387.834,1,1,1,4.25
2020-02-06,f,4.075.108,-738.764,1,1,1,
2020-02-06,f,4.075.084,-7.387.685,1,1,1,3.0
2020-06-03,f,4.074.812,-7.398.889,4,,2,4.6
2019-12-22,f,4.063.292,-7.394.503,2,1,,
2014-01-31,f,4.067.823,-7.396.127,1,1,1,4.57
2008-09-07,f,4.060.015,-7.397.285,7,4,4,
2012-11-18,f,4.065.815,-7.397.729,4,2,2,
2016-02-28,f,4.067.511,-7.380.451,1,,1,5.0
2018-02-14,t,4.076.566,-7.392.427,4,1,1,4.73
2020-06-06,f,4.070.954,-7.394.558,6,3,3,4.6
2018-08-24,f,4.074.642,-7.398.675,4,,3,4.33
2017-05-22,f,4.059.074,-739.686,3,1,1,5.0
2018-11-26,f,4.067.696,-7.397.745,4,1,2,
2020-06-03,f,4.074.808,-7.398.686,4,,3,4.51
2018-08-30,f,4.079.495,-739.656,2,1,1,
2015-12-25,f,407.767,-7.394.631,2,1,1,4.8
2020-06-03,f,4.074.836,-7.398.677,5,,3,4.51
2015-07-10,f,4.070.025,-737.711,4,1,2,5.0
2015-10-08,f,4.069.261,-7.392.991,2,1,1,4.67
2018-10-14,f,4.074.467,-7.399.025,8,5,5,5.0
2019-02-01,f,4.075.125,-7.394.223,1,1,1,
2020-04-10,f,4.075.349,-7.397.227,4,1,2,5.0
2015-01-27,f,407.609,-7.399.521,2,1,2,
2016-05-30,f,4.075.572,-7.391.778,2,1,1,
2013-10-01,f,4.079.575,-7.396.748,2,,1,5.0
2019-10-05,f,4.069.152,-7.395.548,8,2,5,5.0
2014-09-17,f,406.939,-7.396.482,4,2,2,
2020-05-21,f,4.074.942,-7.385.123,3,1,2,4.71
2014-10-27,f,4.058.106,-7.382.985,2,1,1,4.88
2015-07-07,t,4.067.727,-7.390.607,5,1,2,4.95
2020-06-09,f,4.075.979,-7.388.378,2,1,1,
2020-06-03,f,4.074.654,-7.398.709,6,,3,4.85
2019-12-15,f,4.074.973,-7.399.463,12,4,5,4.81
2017-03-02,f,4.088.201,-7.386.332,2,1,1,4.47
2018-03-06,f,4.076.546,-7.397.582,3,1,1,
2018-03-06,f,4.076.476,-7.397.472,4,2,2,
2011-07-11,f,4.074.754,-739.948,2,1,1,5.0
2018-05-27,f,4.067.456,-7.381.183,2,1,1,4.59
2019-02-07,f,4.057.747,-7.410.834,1,1,1,
2015-06-20,f,4.063.791,-7.395.258,2,1,,
2019-07-01,f,4.068.295,-7.391.738,2,1,2,5.0
2018-11-09,f,4.077.685,-7.390.767,3,2,3,4.56
2016-11-29,f,4.083.407,-7.394.411,5,1,2,4.44
2015-11-01,f,4.068.642,-7.373.559,2,1,2,4.5
2020-06-11,t,4.069.113,-7.395.776,3,,1,4.91
2013-08-09,f,4.073.927,-7.399.974,2,1,1,5.0
2018-03-06,f,4.076.479,-7.397.449,3,1,1,5.0
2015-11-06,f,4.071.252,-7.399.113,6,4,2,3.0
2020-06-11,f,4.071.285,-7.376.674,3,2,3,
2017-12-08,f,4.070.612,-739.016,8,2,3,4.74
2019-07-03,f,4.067.007,-7.377.599,2,1,1,5.0
2017-04-26,f,4.080.252,-7.395.804,1,1,1,
2019-06-09,t,4.084.359,-7.390.537,2,1,1,5.0
